Date,Filename,ZCR,MEANt,VARt,SKEWt,KURTt,LEQt,BGNt,SNRt,MED,Ht,ACTtFraction,ACTtCount,ACTtMean,EVNtFraction,EVNtMean,EVNtCount,MEANf,VARf,SKEWf,KURTf,NBPEAKS,LEQf,ENRf,BGNf,SNRf,Hf,EAS,ECU,ECV,EPS,EPS_KURT,EPS_SKEW,ACI,NDSI,rBA,AnthroEnergy,BioEnergy,BI,ROU,ADI,AEI,LFC,MFC,HFC,ACTspFract,ACTspCount,ACTspMean,EVNspFract,EVNspMean,EVNspCount,TFSD,H_Havrda,H_Renyi,H_pairedShannon,H_gamma,H_GiniSimpson,RAOQ,AGI,ROItotal,ROIcover,datetime,Em,Es,Mb,Uk,Vs
2020-02-01 00:05:00,Marathon_20200201_000500.wav,-0.42433665408668986,-0.6912568306010929,0.567099154545975,-0.1365900149885574,0.39972255328911194,0.8007812787220012,0.09707205509065055,0.7149180780687765,0.05239087596458482,-0.9671368131468377,-0.3516129032258067,-0.35161290322580646,0.8491719570436378,-0.4781420765027325,-0.035743470877545674,-0.4482758620689657,0.9676115614505673,0.26317407536147847,0.020325435060158353,-0.02260637264195097,0.8125,0.864721523797241,0.8647215237972398,0.20404865085722346,0.7283871901750416,-0.23943037990257754,0.30893230190178117,0.1951664293433756,0.05799313630147127,-0.16618776802610824,-0.049763743105038116,-0.19468314583288165,0.4623229706595021,0.5948966931686638,0.5857175437637643,0.02681823054529077,0.7343797647497543,0.07577549242834625,0.9486480913355227,-0.8874425306972329,0.9651588220418619,-0.2686468646864681,-0.511220800091834,-0.22726896665839227,-0.31275893125187604,-0.3127589312518763,0.9414573349653994,-0.2241196561064684,-0.16321618888896008,-0.2673922321809647,0.3700922504480424,-0.0019540630837383333,-0.18067060362267684,-0.23691931160860463,-0.3537723709131744,-0.0323388139132759,-0.29338199478750954,0.5604104577465582,0.33783783783783783,-0.007729919717780105,2020-02-01 00:05:00,0,0,0,0,0
2020-02-01 00:10:30,Marathon_20200201_001030.wav,-0.5251721860188429,-0.19603825136612024,0.0877457172134293,-0.07140593019471363,0.12348976870173321,0.280074547370902,0.062303110171339784,0.2870944828059725,0.03290307648396917,-0.7205935711266012,-0.20645161290322597,-0.2064516129032258,0.3620459453631803,-0.25136612021857885,0.0036515477005300717,-0.24137931034482776,0.11243821702303755,0.006062487692516141,-0.008087785817407494,-0.00896850986232962,0.1875,0.1442612473587,0.1442612473586992,0.11115302377031577,0.06936217018579269,-0.021404381994716913,0.0580090990916869,-0.03906233576598206,-0.039613474035833866,-0.1010687682493249,-0.0355955691801559,-0.1328122098057475,-0.15886273745788596,-0.11341606228793272,-0.02238200291528243,0.011986460668709082,0.02315543341413036,-0.07071147391131008,0.0196763411115577,-0.0012936121470433811,0.022396648374146167,-0.1739273927392741,-0.39097744360902303,-0.1505749979316612,-0.21571600120084067,-0.21571600120084058,0.20326826254058197,-0.1492168178070945,-0.054358468297575395,-0.17456252667520278,-0.07812009255443891,-0.00012626899169800604,-0.022181659879466523,-0.021170620792706065,-0.0341630987934209,-0.002443905666860208,0.007841523272367529,-0.07272599465731203,0.4189189189189189,0.032994825104081554,2020-02-01 00:10:30,0,0,0,0,0
2020-02-01 00:16:00,Marathon_20200201_001600.wav,-0.3343595607180245,-0.5792349726775956,0.025372688480028105,-0.039591701997763684,0.022795548795583605,0.10391170370766749,0.01869093620753117,0.12976460000539033,0.009607646866539187,-0.35533021960878464,-0.1725806451612903,-0.17258064516129032,0.18464518868094384,-0.12021857923497259,-0.01392359814905424,-0.08965517241379334,0.022526920753528207,-0.0018763381267780813,0.019848009145205837,0.010425508990332389,0.0,0.009216798016833038,0.009216798016832454,0.06763618914779788,-0.021468699145814157,0.027588752422100054,0.01700952259021244,0.008198209611420374,0.0412369629835956,-0.11180181452139673,-0.026014592226906594,-0.11403384208131523,-0.05962458110819012,-0.14099293213666036,-0.026984134849078325,0.004585533674105354,0.0011589679508800025,-0.12291657404580142,0.00013027531361148662,0.000364478547693374,-0.011057897153177341,-0.2681518151815179,-0.3098777478046269,-0.03449987589972753,-0.13237766436505408,-0.13237766436505555,0.0639766621873853,-0.12095159580732599,-0.09257774511149214,-0.13721724285104586,-0.10054350834518244,0.00018290242752621281,0.04015146889900271,0.027292469703526664,0.047030577746165474,0.0033915465653814123,0.08834741041445875,-0.013323731605654353,0.20270270270270271,-0.016925411462589007,2020-02-01 00:16:00,0,0,0,0,0
2020-02-01 00:21:30,Marathon_20200201_002130.wav,-0.30033181781309276,0.008196721311475409,0.029533297528858433,-0.1655070416105989,0.10209353963887173,0.11829494466175837,0.009857324368860857,0.2617407588360319,0.005039408998655259,-0.63642857576163,-0.1483870967741937,-0.14838709677419354,0.31805862414381686,-0.19672131147540958,0.019872537285851047,-0.20000000000000023,0.044583918025003326,0.0037321686665526778,-0.05248971222862066,-0.01660776966789296,0.4375,0.05757612377014117,0.05757612377014062,0.10755422902833205,-0.019423665304644167,-0.020230424165067932,0.026064195353083547,0.07190017268621703,0.0762540325347157,-0.049956749812663966,-0.0243462546993142,-0.11609134057062884,-0.18209305079247282,-0.16745227682164404,-0.0311459116675532,0.00990135914705257,0.012182479306204808,-0.08256390406066114,0.00509114230076333,-0.0002621870412991515,0.006548759602447761,-0.19851485148514933,-0.3305400906847291,-0.13907503929841925,-0.1944010807565294,-0.19440108075652957,0.05322240189859308,-0.12201154163231766,-0.06871672753854069,-0.13615023474178412,-0.07934390258881191,-2.8154707226467668e-05,-0.005263127565455849,-0.0199903145357103,-0.04259035318864224,-0.0013848804403260677,-0.031472404236976004,-0.09171525765004512,0.20270270270270271,-0.006705316265255573,2020-02-01 00:21:30,0,0,0,0,0
2020-02-01 00:27:00,Marathon_20200201_002700.wav,-0.4395098830718835,-0.18306010928961747,0.05157772766237805,0.050511025629255434,0.03910924676922243,0.18772484999058137,0.05137381828506807,0.0996907261265201,0.0269473825406413,-0.32426440394793254,-0.1580645161290323,-0.15806451612903225,0.14698448950603812,-0.1639344262295083,0.018184314707956895,-0.1655172413793105,0.1077412054414075,-0.0002858452358510543,-0.0953964817740416,-0.0031975338195020394,0.25,0.12215705401844455,0.12215705401844404,0.09780414817680258,0.06229353459191149,0.032590822908749165,0.07810915751121587,0.12959453908753643,0.13400922699222673,-0.05334952277866823,0.020256888456010605,-0.021825417459864178,-0.004052023311339204,-0.1427330709557189,-0.027265233145426993,0.008245847386667664,0.010346631876757422,-0.09472764532199714,0.04002467959884202,-0.0009228438284628383,0.017162287918268168,-0.2178217821782178,-0.26884003902887077,-0.07123355671382463,-0.1487241068748113,-0.14872410687481236,0.23012190915241285,-0.0822046873159838,0.04731031787825366,-0.09816474605207012,0.003242058737339379,0.00027583098414384906,0.06611056713878058,0.032256886951043166,0.04508232775410168,0.004782902722797312,0.15822560362379726,0.04346623483489611,0.04054054054054054,-0.02071255333774303,2020-02-01 00:27:00,0,0,0,0,0
2020-02-01 00:32:30,Marathon_20200201_003230.wav,-0.4448869540360867,0.24214480874316938,0.18405161058923203,-0.6224654427950167,0.4533387649748063,0.45398106892981754,0.03132552885040312,0.784532389624245,0.01622837491293817,-0.8172407319219513,-0.188709677419355,-0.18870967741935485,0.8647124024976786,-0.20765027322404314,-0.015397216943335394,-0.17931034482758632,0.2998944898574757,0.00962329610040758,-0.1546123892182891,-0.03267659239256659,0.6875,0.33449457998598026,0.33449457998597926,0.0847760122715954,0.3071377782508534,0.013162341497742544,0.10640597227608099,-0.007153263223401595,-0.06042181316899912,-0.08061981421717636,0.020516376353615164,0.0011839692571828308,-0.02170359715911109,0.02069374531627891,0.004812311555835422,0.009837761991321779,0.03399478187743462,-0.13724549426960078,0.04477080087600961,-0.0013490968166202904,0.022767350295109987,-0.15379537953795336,-0.2614360328301692,-0.060891867295442555,-0.12104473131191813,-0.12104473131191834,0.4875598054945596,-0.01743022023318825,0.07424839421511498,-0.02411438326931305,0.13980133473817166,0.0002933624922742041,0.07160522081009793,0.013068487836612177,0.0014730471846213383,0.003911326067297684,0.004810919984522654,0.2167206288890075,-0.0945945945945946,-0.023980908654656758,2020-02-01 00:32:30,0,0,0,0,0
2020-02-01 00:38:00,Marathon_20200201_003800.wav,-0.4827582210856893,-0.0976775956284153,0.01741589825605627,0.00881337568201175,-0.008257285366681166,0.07436492645533356,0.04402437014295163,-0.2892074785778363,0.02298722029854336,0.5133467740086404,-0.18064516129032263,-0.18064516129032257,-0.3220393394841404,-0.22950819672131173,-0.05404225123337356,-0.1655172413793105,-0.059516020773313326,0.0031855228732825965,0.09771223373542415,0.0235056065854552,-0.1875,-0.08696294111154644,-0.08696294111154709,0.0838699652833824,-0.14531510177977547,-0.08444361681684771,-0.014114028887563948,-0.08034036303165733,-0.03571796025661877,-0.09029593496886534,-0.04133050583993187,-0.14698317598534935,-0.35561827609400015,-0.2946566476480975,-0.04827269985821466,0.009236729426562324,0.00040185021878780546,-0.0744879034655004,-0.015624645918323849,-0.002976765809078941,0.039958025632415003,-0.15627062706270675,-0.32216036273890947,-0.1379167700835616,-0.19189432602821907,-0.19189432602821976,-0.19656580974132143,-0.16331017155419872,-0.12156171659663018,-0.18352539479300062,-0.037210604816837904,-0.001419261661767739,-0.1498798787864649,-0.0836551659693197,-0.10548863606107253,-0.01607589961744916,-0.0025420452090669106,-0.2933510639666519,-0.24324324324324326,0.001737934970104917,2020-02-01 00:38:00,0,0,0,0,0
2020-02-01 00:43:30,Marathon_20200201_004330.wav,-0.4602455992614252,0.03825136612021858,0.020382600425061546,0.007878605884992982,-0.008103184893212665,0.08550342698867036,0.05605944999404979,-0.2438891553107206,0.029490923948017413,0.4025165026659421,-0.296774193548387,-0.2967741935483871,-0.22926591315935646,-0.3743169398907105,-0.0694269597886296,-0.3103448275862071,-0.027167720792460104,0.005148653523665317,0.05326767909790126,0.0007778311105949573,-0.125,-0.03162232966845345,-0.03162232966845465,0.13260146078560583,-0.14679622035513878,-0.08461502821551621,-0.008658789197725465,0.20854133678110512,0.28191247251436574,-0.11353021504313934,-0.03763526482220711,-0.17599861470772726,-0.3493828597771973,-0.2547102110305729,-0.04335120775925336,0.01277092189311649,0.010666949256314512,-0.04562369186635235,-0.010898008612695539,0.00041165960511704234,-0.013565997420903312,-0.22293729372937393,-0.47052746369741216,-0.17977992884917715,-0.26580606424497005,-0.2658060642449715,-0.16018129126547812,-0.14682212538767037,-0.05893579005902564,-0.16666666666666666,-0.06259882959720664,-0.000943481997203243,-0.11519249005791368,-0.08376916788889852,-0.11571950648251275,-0.013430234006003542,-0.03834491740149811,-0.2705799940441588,0.12162162162162163,0.015771111370504395,2020-02-01 00:43:30,0,0,0,0,0
2020-02-01 00:49:00,Marathon_20200201_004900.wav,-0.5428639855993388,0.16666666666666666,0.04550880193266165,0.0074059240629454634,-0.00816552146671993,0.16947746386970264,0.10436783012932228,-0.2174061084977101,0.05658694016619147,0.3860749227950965,-0.20967741935483897,-0.20967741935483872,-0.21709645503353328,-0.2404371584699453,0.0509685708561019,-0.26896551724137946,-0.010263987230194409,0.0045483190901054035,0.08959216807745893,0.014168822398810363,-0.125,-0.010916151104001076,-0.01091615110400197,0.13152244059203108,-0.12315991200995352,-0.0713340274433679,-0.01047357988683567,-0.0809542284103135,-0.06313488334043331,-0.06852433424581832,-0.017761406713695655,-0.055364743990209464,-0.236903289105113,-0.2611987676529491,-0.044176488226178506,0.012994470395415923,0.010551682522365704,-0.03453295503203467,-0.00763138072256359,0.0004643856701609777,-0.017631925989995377,-0.09125412541254113,-0.3176261263846653,-0.06999255398361734,-0.13566496547583312,-0.1356649654758331,-0.13084803749437082,-0.05908216543006455,0.022917823955287325,-0.07298335467349569,-0.035637529456724985,-0.0009792341116237433,-0.1181236760796505,-0.07065169682286437,-0.08724524806268791,-0.012804294232189931,0.0031617392122870245,-0.17772452359803137,-0.02702702702702703,-0.0195452835817024,2020-02-01 00:49:00,0,0,0,0,0
2020-02-01 00:54:30,Marathon_20200201_005430.wav,-0.7225284594614431,0.0819672131147541,0.12937884448140455,0.02882663287902062,0.04685758332824917,0.3647979074876778,0.1447217762252681,0.1138904685005494,0.0804882645498467,-0.4589600536540743,-0.30000000000000004,-0.3,0.20648782315958705,-0.37978142076502686,-0.05149580179313164,-0.3310344827586208,0.1146471326638985,0.008995592112528794,-0.06636543495151026,-0.03215962330061951,0.0625,0.15408993092416484,0.15408993092416315,0.12282538793835529,0.06531944413300167,-0.03661904245076158,0.05127446843910841,0.03373989248787676,0.04437333783482615,-0.06920208735926932,0.03597880597212396,0.03737537266875841,-0.07315978096044773,-0.0049386932618837405,-0.0011106205012846745,0.011851588991587126,0.03703184247217307,-0.09869273019299304,0.018820734700850435,-0.0009375442026254914,0.017048646117561416,-0.09026402640264079,-0.27297250760489133,-0.12636165577342118,-0.16133293305313573,-0.1613329330531372,0.15069992855766282,-0.12424920504063278,-0.1273849753401042,-0.1446862996158772,-0.054024396704114956,1.918698079199308e-05,0.0037050135995621986,-0.03617784256245552,-0.07113412138969308,-0.0021916806360115764,-0.1292048300275412,-0.007802134470353091,0.20270270270270271,0.025809631272453736,2020-02-01 00:54:30,0,0,0,0,0
