,date,Dataset_y,ACI,ZCR,BGNt,EVNtCount,Ht,ADI,BI,Hf,NDSI,MEANf,SNRf,cellvalue,n_cells
0,2019-01-01,OOI-HYDBBA106,252.52121175000002,1444.8216665,-37.54489078,2.3202416919999997,0.9727015455,2.0653502379999997,0.110741856,0.451250566,-0.8005984509999999,0.000142998,2.259927463,12.0,65
1,2019-01-01,OOI-HYDBBA106,252.52121175000002,1444.8216665,-37.54489078,2.3202416919999997,0.9727015455,2.0653502379999997,0.110741856,0.451250566,-0.8005984509999999,0.000142998,2.259927463,14.0,56
2,2019-01-01,OOI-HYDBBA106,252.52121175000002,1444.8216665,-37.54489078,2.3202416919999997,0.9727015455,2.0653502379999997,0.110741856,0.451250566,-0.8005984509999999,0.000142998,2.259927463,19.0,3
4,2019-01-01,"Chukchi Sea, Hanna Shoal",252.52121175000002,1444.8216665,-37.54489078,2.3202416919999997,0.9727015455,2.0653502379999997,0.110741856,0.451250566,-0.8005984509999999,0.000142998,2.259927463,33.0,484
6,2019-01-01,"Gray's Reef, GA",252.52121175000002,1444.8216665,-37.54489078,2.3202416919999997,0.9727015455,2.0653502379999997,0.110741856,0.451250566,-0.8005984509999999,0.000142998,2.259927463,15.0,3
7,2019-01-01,"Gray's Reef, GA",252.52121175000002,1444.8216665,-37.54489078,2.3202416919999997,0.9727015455,2.0653502379999997,0.110741856,0.451250566,-0.8005984509999999,0.000142998,2.259927463,21.0,338
10,2019-01-01,"Biscayne Bay, FL",252.52121175000002,1444.8216665,-37.54489078,2.3202416919999997,0.9727015455,2.0653502379999997,0.110741856,0.451250566,-0.8005984509999999,0.000142998,2.259927463,3.0,46
11,2019-01-01,"Biscayne Bay, FL",252.52121175000002,1444.8216665,-37.54489078,2.3202416919999997,0.9727015455,2.0653502379999997,0.110741856,0.451250566,-0.8005984509999999,0.000142998,2.259927463,13.0,139
12,2019-01-01,"Biscayne Bay, FL",252.52121175000002,1444.8216665,-37.54489078,2.3202416919999997,0.9727015455,2.0653502379999997,0.110741856,0.451250566,-0.8005984509999999,0.000142998,2.259927463,15.0,29
13,2019-01-01,"Biscayne Bay, FL",252.52121175000002,1444.8216665,-37.54489078,2.3202416919999997,0.9727015455,2.0653502379999997,0.110741856,0.451250566,-0.8005984509999999,0.000142998,2.259927463,17.0,1
14,2019-01-01,"Biscayne Bay, FL",252.52121175000002,1444.8216665,-37.54489078,2.3202416919999997,0.9727015455,2.0653502379999997,0.110741856,0.451250566,-0.8005984509999999,0.000142998,2.259927463,21.0,7
15,2019-01-01,"Biscayne Bay, FL",252.52121175000002,1444.8216665,-37.54489078,2.3202416919999997,0.9727015455,2.0653502379999997,0.110741856,0.451250566,-0.8005984509999999,0.000142998,2.259927463,27.0,18
17,2019-01-01,"Olowalu (Maui, HI)",252.52121175000002,1444.8216665,-37.54489078,2.3202416919999997,0.9727015455,2.0653502379999997,0.110741856,0.451250566,-0.8005984509999999,0.000142998,2.259927463,3.0,59
18,2019-01-01,"Olowalu (Maui, HI)",252.52121175000002,1444.8216665,-37.54489078,2.3202416919999997,0.9727015455,2.0653502379999997,0.110741856,0.451250566,-0.8005984509999999,0.000142998,2.259927463,5.0,21
19,2019-01-01,"Olowalu (Maui, HI)",252.52121175000002,1444.8216665,-37.54489078,2.3202416919999997,0.9727015455,2.0653502379999997,0.110741856,0.451250566,-0.8005984509999999,0.000142998,2.259927463,8.0,263
20,2019-01-01,"Olowalu (Maui, HI)",252.52121175000002,1444.8216665,-37.54489078,2.3202416919999997,0.9727015455,2.0653502379999997,0.110741856,0.451250566,-0.8005984509999999,0.000142998,2.259927463,11.0,8
21,2019-01-01,"Olowalu (Maui, HI)",252.52121175000002,1444.8216665,-37.54489078,2.3202416919999997,0.9727015455,2.0653502379999997,0.110741856,0.451250566,-0.8005984509999999,0.000142998,2.259927463,13.0,5
22,2019-01-01,"Olowalu (Maui, HI)",252.52121175000002,1444.8216665,-37.54489078,2.3202416919999997,0.9727015455,2.0653502379999997,0.110741856,0.451250566,-0.8005984509999999,0.000142998,2.259927463,15.0,1
23,2019-01-01,"Olowalu (Maui, HI)",252.52121175000002,1444.8216665,-37.54489078,2.3202416919999997,0.9727015455,2.0653502379999997,0.110741856,0.451250566,-0.8005984509999999,0.000142998,2.259927463,17.0,33
25,2019-01-01,"May River, SC",252.52121175000002,1444.8216665,-37.54489078,2.3202416919999997,0.9727015455,2.0653502379999997,0.110741856,0.451250566,-0.8005984509999999,0.000142998,2.259927463,21.0,134
27,2019-01-01,OOI-HYDBBA106,362.6777991,18857.486665,-44.625970925,6.346892334,0.8211258075,3.0954178865,177.4099127,0.929206701,0.9887898525000001,7.745e-05,5.5594865725,12.0,65
28,2019-01-01,OOI-HYDBBA106,362.6777991,18857.486665,-44.625970925,6.346892334,0.8211258075,3.0954178865,177.4099127,0.929206701,0.9887898525000001,7.745e-05,5.5594865725,14.0,56
29,2019-01-01,OOI-HYDBBA106,362.6777991,18857.486665,-44.625970925,6.346892334,0.8211258075,3.0954178865,177.4099127,0.929206701,0.9887898525000001,7.745e-05,5.5594865725,19.0,3
31,2019-01-01,"Chukchi Sea, Hanna Shoal",362.6777991,18857.486665,-44.625970925,6.346892334,0.8211258075,3.0954178865,177.4099127,0.929206701,0.9887898525000001,7.745e-05,5.5594865725,33.0,484
33,2019-01-01,"Gray's Reef, GA",362.6777991,18857.486665,-44.625970925,6.346892334,0.8211258075,3.0954178865,177.4099127,0.929206701,0.9887898525000001,7.745e-05,5.5594865725,15.0,3
34,2019-01-01,"Gray's Reef, GA",362.6777991,18857.486665,-44.625970925,6.346892334,0.8211258075,3.0954178865,177.4099127,0.929206701,0.9887898525000001,7.745e-05,5.5594865725,21.0,338
37,2019-01-01,"Biscayne Bay, FL",362.6777991,18857.486665,-44.625970925,6.346892334,0.8211258075,3.0954178865,177.4099127,0.929206701,0.9887898525000001,7.745e-05,5.5594865725,3.0,46
38,2019-01-01,"Biscayne Bay, FL",362.6777991,18857.486665,-44.625970925,6.346892334,0.8211258075,3.0954178865,177.4099127,0.929206701,0.9887898525000001,7.745e-05,5.5594865725,13.0,139
39,2019-01-01,"Biscayne Bay, FL",362.6777991,18857.486665,-44.625970925,6.346892334,0.8211258075,3.0954178865,177.4099127,0.929206701,0.9887898525000001,7.745e-05,5.5594865725,15.0,29
40,2019-01-01,"Biscayne Bay, FL",362.6777991,18857.486665,-44.625970925,6.346892334,0.8211258075,3.0954178865,177.4099127,0.929206701,0.9887898525000001,7.745e-05,5.5594865725,17.0,1
41,2019-01-01,"Biscayne Bay, FL",362.6777991,18857.486665,-44.625970925,6.346892334,0.8211258075,3.0954178865,177.4099127,0.929206701,0.9887898525000001,7.745e-05,5.5594865725,21.0,7
42,2019-01-01,"Biscayne Bay, FL",362.6777991,18857.486665,-44.625970925,6.346892334,0.8211258075,3.0954178865,177.4099127,0.929206701,0.9887898525000001,7.745e-05,5.5594865725,27.0,18
44,2019-01-01,"Olowalu (Maui, HI)",362.6777991,18857.486665,-44.625970925,6.346892334,0.8211258075,3.0954178865,177.4099127,0.929206701,0.9887898525000001,7.745e-05,5.5594865725,3.0,59
45,2019-01-01,"Olowalu (Maui, HI)",362.6777991,18857.486665,-44.625970925,6.346892334,0.8211258075,3.0954178865,177.4099127,0.929206701,0.9887898525000001,7.745e-05,5.5594865725,5.0,21
46,2019-01-01,"Olowalu (Maui, HI)",362.6777991,18857.486665,-44.625970925,6.346892334,0.8211258075,3.0954178865,177.4099127,0.929206701,0.9887898525000001,7.745e-05,5.5594865725,8.0,263
47,2019-01-01,"Olowalu (Maui, HI)",362.6777991,18857.486665,-44.625970925,6.346892334,0.8211258075,3.0954178865,177.4099127,0.929206701,0.9887898525000001,7.745e-05,5.5594865725,11.0,8
48,2019-01-01,"Olowalu (Maui, HI)",362.6777991,18857.486665,-44.625970925,6.346892334,0.8211258075,3.0954178865,177.4099127,0.929206701,0.9887898525000001,7.745e-05,5.5594865725,13.0,5
49,2019-01-01,"Olowalu (Maui, HI)",362.6777991,18857.486665,-44.625970925,6.346892334,0.8211258075,3.0954178865,177.4099127,0.929206701,0.9887898525000001,7.745e-05,5.5594865725,15.0,1
50,2019-01-01,"Olowalu (Maui, HI)",362.6777991,18857.486665,-44.625970925,6.346892334,0.8211258075,3.0954178865,177.4099127,0.929206701,0.9887898525000001,7.745e-05,5.5594865725,17.0,33
52,2019-01-01,"May River, SC",362.6777991,18857.486665,-44.625970925,6.346892334,0.8211258075,3.0954178865,177.4099127,0.929206701,0.9887898525000001,7.745e-05,5.5594865725,21.0,134
54,2019-01-09,OOI-HYDBBA106,251.62977745,7307.3416665,-51.610981210000006,0.258360246,0.988566378,2.079406091,2.648592819,0.9748218694999999,0.45183188399999996,5.08e-05,2.0968444059999998,12.0,324
55,2019-01-09,OOI-HYDBBA106,251.62977745,7307.3416665,-51.610981210000006,0.258360246,0.988566378,2.079406091,2.648592819,0.9748218694999999,0.45183188399999996,5.08e-05,2.0968444059999998,14.0,11
56,2019-01-09,OOI-HYDBBA106,251.62977745,7307.3416665,-51.610981210000006,0.258360246,0.988566378,2.079406091,2.648592819,0.9748218694999999,0.45183188399999996,5.08e-05,2.0968444059999998,19.0,6
57,2019-01-09,OOI-HYDBBA106,251.62977745,7307.3416665,-51.610981210000006,0.258360246,0.988566378,2.079406091,2.648592819,0.9748218694999999,0.45183188399999996,5.08e-05,2.0968444059999998,22.0,2
58,2019-01-09,OOI-HYDBBA106,251.62977745,7307.3416665,-51.610981210000006,0.258360246,0.988566378,2.079406091,2.648592819,0.9748218694999999,0.45183188399999996,5.08e-05,2.0968444059999998,27.0,1
60,2019-01-09,"Chukchi Sea, Hanna Shoal",251.62977745,7307.3416665,-51.610981210000006,0.258360246,0.988566378,2.079406091,2.648592819,0.9748218694999999,0.45183188399999996,5.08e-05,2.0968444059999998,32.0,56
61,2019-01-09,"Chukchi Sea, Hanna Shoal",251.62977745,7307.3416665,-51.610981210000006,0.258360246,0.988566378,2.079406091,2.648592819,0.9748218694999999,0.45183188399999996,5.08e-05,2.0968444059999998,33.0,428
63,2019-01-09,"Gray's Reef, GA",251.62977745,7307.3416665,-51.610981210000006,0.258360246,0.988566378,2.079406091,2.648592819,0.9748218694999999,0.45183188399999996,5.08e-05,2.0968444059999998,15.0,10
64,2019-01-09,"Gray's Reef, GA",251.62977745,7307.3416665,-51.610981210000006,0.258360246,0.988566378,2.079406091,2.648592819,0.9748218694999999,0.45183188399999996,5.08e-05,2.0968444059999998,21.0,368
65,2019-01-09,"Gray's Reef, GA",251.62977745,7307.3416665,-51.610981210000006,0.258360246,0.988566378,2.079406091,2.648592819,0.9748218694999999,0.45183188399999996,5.08e-05,2.0968444059999998,27.0,3
67,2019-01-09,ONC-MEF,251.62977745,7307.3416665,-51.610981210000006,0.258360246,0.988566378,2.079406091,2.648592819,0.9748218694999999,0.45183188399999996,5.08e-05,2.0968444059999998,12.0,18
69,2019-01-09,"Biscayne Bay, FL",251.62977745,7307.3416665,-51.610981210000006,0.258360246,0.988566378,2.079406091,2.648592819,0.9748218694999999,0.45183188399999996,5.08e-05,2.0968444059999998,3.0,55
70,2019-01-09,"Biscayne Bay, FL",251.62977745,7307.3416665,-51.610981210000006,0.258360246,0.988566378,2.079406091,2.648592819,0.9748218694999999,0.45183188399999996,5.08e-05,2.0968444059999998,13.0,148
71,2019-01-09,"Biscayne Bay, FL",251.62977745,7307.3416665,-51.610981210000006,0.258360246,0.988566378,2.079406091,2.648592819,0.9748218694999999,0.45183188399999996,5.08e-05,2.0968444059999998,15.0,27
72,2019-01-09,"Biscayne Bay, FL",251.62977745,7307.3416665,-51.610981210000006,0.258360246,0.988566378,2.079406091,2.648592819,0.9748218694999999,0.45183188399999996,5.08e-05,2.0968444059999998,17.0,1
73,2019-01-09,"Biscayne Bay, FL",251.62977745,7307.3416665,-51.610981210000006,0.258360246,0.988566378,2.079406091,2.648592819,0.9748218694999999,0.45183188399999996,5.08e-05,2.0968444059999998,21.0,6
74,2019-01-09,"Biscayne Bay, FL",251.62977745,7307.3416665,-51.610981210000006,0.258360246,0.988566378,2.079406091,2.648592819,0.9748218694999999,0.45183188399999996,5.08e-05,2.0968444059999998,27.0,43
76,2019-01-09,"Olowalu (Maui, HI)",251.62977745,7307.3416665,-51.610981210000006,0.258360246,0.988566378,2.079406091,2.648592819,0.9748218694999999,0.45183188399999996,5.08e-05,2.0968444059999998,3.0,29
77,2019-01-09,"Olowalu (Maui, HI)",251.62977745,7307.3416665,-51.610981210000006,0.258360246,0.988566378,2.079406091,2.648592819,0.9748218694999999,0.45183188399999996,5.08e-05,2.0968444059999998,5.0,41
78,2019-01-09,"Olowalu (Maui, HI)",251.62977745,7307.3416665,-51.610981210000006,0.258360246,0.988566378,2.079406091,2.648592819,0.9748218694999999,0.45183188399999996,5.08e-05,2.0968444059999998,8.0,289
79,2019-01-09,"Olowalu (Maui, HI)",251.62977745,7307.3416665,-51.610981210000006,0.258360246,0.988566378,2.079406091,2.648592819,0.9748218694999999,0.45183188399999996,5.08e-05,2.0968444059999998,11.0,5
80,2019-01-09,"Olowalu (Maui, HI)",251.62977745,7307.3416665,-51.610981210000006,0.258360246,0.988566378,2.079406091,2.648592819,0.9748218694999999,0.45183188399999996,5.08e-05,2.0968444059999998,17.0,11
82,2019-01-09,"May River, SC",251.62977745,7307.3416665,-51.610981210000006,0.258360246,0.988566378,2.079406091,2.648592819,0.9748218694999999,0.45183188399999996,5.08e-05,2.0968444059999998,21.0,175
84,2019-01-09,OOI-HYDBBA106,363.3482983,18297.658335,-45.120253770000005,6.431895356,0.8120033915,3.115812324,96.487236085,0.9309602370000001,0.9794844764999999,7.415e-05,5.63948417,12.0,324
85,2019-01-09,OOI-HYDBBA106,363.3482983,18297.658335,-45.120253770000005,6.431895356,0.8120033915,3.115812324,96.487236085,0.9309602370000001,0.9794844764999999,7.415e-05,5.63948417,14.0,11
86,2019-01-09,OOI-HYDBBA106,363.3482983,18297.658335,-45.120253770000005,6.431895356,0.8120033915,3.115812324,96.487236085,0.9309602370000001,0.9794844764999999,7.415e-05,5.63948417,19.0,6
87,2019-01-09,OOI-HYDBBA106,363.3482983,18297.658335,-45.120253770000005,6.431895356,0.8120033915,3.115812324,96.487236085,0.9309602370000001,0.9794844764999999,7.415e-05,5.63948417,22.0,2
88,2019-01-09,OOI-HYDBBA106,363.3482983,18297.658335,-45.120253770000005,6.431895356,0.8120033915,3.115812324,96.487236085,0.9309602370000001,0.9794844764999999,7.415e-05,5.63948417,27.0,1
90,2019-01-09,"Chukchi Sea, Hanna Shoal",363.3482983,18297.658335,-45.120253770000005,6.431895356,0.8120033915,3.115812324,96.487236085,0.9309602370000001,0.9794844764999999,7.415e-05,5.63948417,32.0,56
91,2019-01-09,"Chukchi Sea, Hanna Shoal",363.3482983,18297.658335,-45.120253770000005,6.431895356,0.8120033915,3.115812324,96.487236085,0.9309602370000001,0.9794844764999999,7.415e-05,5.63948417,33.0,428
93,2019-01-09,"Gray's Reef, GA",363.3482983,18297.658335,-45.120253770000005,6.431895356,0.8120033915,3.115812324,96.487236085,0.9309602370000001,0.9794844764999999,7.415e-05,5.63948417,15.0,10
94,2019-01-09,"Gray's Reef, GA",363.3482983,18297.658335,-45.120253770000005,6.431895356,0.8120033915,3.115812324,96.487236085,0.9309602370000001,0.9794844764999999,7.415e-05,5.63948417,21.0,368
95,2019-01-09,"Gray's Reef, GA",363.3482983,18297.658335,-45.120253770000005,6.431895356,0.8120033915,3.115812324,96.487236085,0.9309602370000001,0.9794844764999999,7.415e-05,5.63948417,27.0,3
97,2019-01-09,ONC-MEF,363.3482983,18297.658335,-45.120253770000005,6.431895356,0.8120033915,3.115812324,96.487236085,0.9309602370000001,0.9794844764999999,7.415e-05,5.63948417,12.0,18
99,2019-01-09,"Biscayne Bay, FL",363.3482983,18297.658335,-45.120253770000005,6.431895356,0.8120033915,3.115812324,96.487236085,0.9309602370000001,0.9794844764999999,7.415e-05,5.63948417,3.0,55
100,2019-01-09,"Biscayne Bay, FL",363.3482983,18297.658335,-45.120253770000005,6.431895356,0.8120033915,3.115812324,96.487236085,0.9309602370000001,0.9794844764999999,7.415e-05,5.63948417,13.0,148
101,2019-01-09,"Biscayne Bay, FL",363.3482983,18297.658335,-45.120253770000005,6.431895356,0.8120033915,3.115812324,96.487236085,0.9309602370000001,0.9794844764999999,7.415e-05,5.63948417,15.0,27
102,2019-01-09,"Biscayne Bay, FL",363.3482983,18297.658335,-45.120253770000005,6.431895356,0.8120033915,3.115812324,96.487236085,0.9309602370000001,0.9794844764999999,7.415e-05,5.63948417,17.0,1
103,2019-01-09,"Biscayne Bay, FL",363.3482983,18297.658335,-45.120253770000005,6.431895356,0.8120033915,3.115812324,96.487236085,0.9309602370000001,0.9794844764999999,7.415e-05,5.63948417,21.0,6
104,2019-01-09,"Biscayne Bay, FL",363.3482983,18297.658335,-45.120253770000005,6.431895356,0.8120033915,3.115812324,96.487236085,0.9309602370000001,0.9794844764999999,7.415e-05,5.63948417,27.0,43
106,2019-01-09,"Olowalu (Maui, HI)",363.3482983,18297.658335,-45.120253770000005,6.431895356,0.8120033915,3.115812324,96.487236085,0.9309602370000001,0.9794844764999999,7.415e-05,5.63948417,3.0,29
107,2019-01-09,"Olowalu (Maui, HI)",363.3482983,18297.658335,-45.120253770000005,6.431895356,0.8120033915,3.115812324,96.487236085,0.9309602370000001,0.9794844764999999,7.415e-05,5.63948417,5.0,41
108,2019-01-09,"Olowalu (Maui, HI)",363.3482983,18297.658335,-45.120253770000005,6.431895356,0.8120033915,3.115812324,96.487236085,0.9309602370000001,0.9794844764999999,7.415e-05,5.63948417,8.0,289
109,2019-01-09,"Olowalu (Maui, HI)",363.3482983,18297.658335,-45.120253770000005,6.431895356,0.8120033915,3.115812324,96.487236085,0.9309602370000001,0.9794844764999999,7.415e-05,5.63948417,11.0,5
110,2019-01-09,"Olowalu (Maui, HI)",363.3482983,18297.658335,-45.120253770000005,6.431895356,0.8120033915,3.115812324,96.487236085,0.9309602370000001,0.9794844764999999,7.415e-05,5.63948417,17.0,11
112,2019-01-09,"May River, SC",363.3482983,18297.658335,-45.120253770000005,6.431895356,0.8120033915,3.115812324,96.487236085,0.9309602370000001,0.9794844764999999,7.415e-05,5.63948417,21.0,175
115,2019-01-17,"Chukchi Sea, Hanna Shoal",250.2861782,874.0333333,-38.11801803,2.8586311075,0.965495759,1.9985841745,0.0261967825,0.2818126395,-0.948943941,9.630000000000001e-05,2.1683218845,33.0,484
117,2019-01-17,"Gray's Reef, GA",250.2861782,874.0333333,-38.11801803,2.8586311075,0.965495759,1.9985841745,0.0261967825,0.2818126395,-0.948943941,9.630000000000001e-05,2.1683218845,15.0,8
118,2019-01-17,"Gray's Reef, GA",250.2861782,874.0333333,-38.11801803,2.8586311075,0.965495759,1.9985841745,0.0261967825,0.2818126395,-0.948943941,9.630000000000001e-05,2.1683218845,21.0,327
121,2019-01-17,"Biscayne Bay, FL",250.2861782,874.0333333,-38.11801803,2.8586311075,0.965495759,1.9985841745,0.0261967825,0.2818126395,-0.948943941,9.630000000000001e-05,2.1683218845,3.0,21
122,2019-01-17,"Biscayne Bay, FL",250.2861782,874.0333333,-38.11801803,2.8586311075,0.965495759,1.9985841745,0.0261967825,0.2818126395,-0.948943941,9.630000000000001e-05,2.1683218845,5.0,1
123,2019-01-17,"Biscayne Bay, FL",250.2861782,874.0333333,-38.11801803,2.8586311075,0.965495759,1.9985841745,0.0261967825,0.2818126395,-0.948943941,9.630000000000001e-05,2.1683218845,11.0,1
124,2019-01-17,"Biscayne Bay, FL",250.2861782,874.0333333,-38.11801803,2.8586311075,0.965495759,1.9985841745,0.0261967825,0.2818126395,-0.948943941,9.630000000000001e-05,2.1683218845,13.0,104
125,2019-01-17,"Biscayne Bay, FL",250.2861782,874.0333333,-38.11801803,2.8586311075,0.965495759,1.9985841745,0.0261967825,0.2818126395,-0.948943941,9.630000000000001e-05,2.1683218845,15.0,40
126,2019-01-17,"Biscayne Bay, FL",250.2861782,874.0333333,-38.11801803,2.8586311075,0.965495759,1.9985841745,0.0261967825,0.2818126395,-0.948943941,9.630000000000001e-05,2.1683218845,17.0,4
127,2019-01-17,"Biscayne Bay, FL",250.2861782,874.0333333,-38.11801803,2.8586311075,0.965495759,1.9985841745,0.0261967825,0.2818126395,-0.948943941,9.630000000000001e-05,2.1683218845,21.0,10
128,2019-01-17,"Biscayne Bay, FL",250.2861782,874.0333333,-38.11801803,2.8586311075,0.965495759,1.9985841745,0.0261967825,0.2818126395,-0.948943941,9.630000000000001e-05,2.1683218845,27.0,27
130,2019-01-17,"Olowalu (Maui, HI)",250.2861782,874.0333333,-38.11801803,2.8586311075,0.965495759,1.9985841745,0.0261967825,0.2818126395,-0.948943941,9.630000000000001e-05,2.1683218845,3.0,23
131,2019-01-17,"Olowalu (Maui, HI)",250.2861782,874.0333333,-38.11801803,2.8586311075,0.965495759,1.9985841745,0.0261967825,0.2818126395,-0.948943941,9.630000000000001e-05,2.1683218845,5.0,11
132,2019-01-17,"Olowalu (Maui, HI)",250.2861782,874.0333333,-38.11801803,2.8586311075,0.965495759,1.9985841745,0.0261967825,0.2818126395,-0.948943941,9.630000000000001e-05,2.1683218845,8.0,330
133,2019-01-17,"Olowalu (Maui, HI)",250.2861782,874.0333333,-38.11801803,2.8586311075,0.965495759,1.9985841745,0.0261967825,0.2818126395,-0.948943941,9.630000000000001e-05,2.1683218845,11.0,3
134,2019-01-17,"Olowalu (Maui, HI)",250.2861782,874.0333333,-38.11801803,2.8586311075,0.965495759,1.9985841745,0.0261967825,0.2818126395,-0.948943941,9.630000000000001e-05,2.1683218845,13.0,9
135,2019-01-17,"Olowalu (Maui, HI)",250.2861782,874.0333333,-38.11801803,2.8586311075,0.965495759,1.9985841745,0.0261967825,0.2818126395,-0.948943941,9.630000000000001e-05,2.1683218845,17.0,21
137,2019-01-17,"May River, SC",250.2861782,874.0333333,-38.11801803,2.8586311075,0.965495759,1.9985841745,0.0261967825,0.2818126395,-0.948943941,9.630000000000001e-05,2.1683218845,21.0,137
140,2019-01-17,"Chukchi Sea, Hanna Shoal",368.1755637,18212.28167,-44.757166330000004,6.256889134,0.82200332,3.0904460885000002,157.61196055,0.926445221,0.987390542,7.22e-05,5.9134907425000005,33.0,484
142,2019-01-17,"Gray's Reef, GA",368.1755637,18212.28167,-44.757166330000004,6.256889134,0.82200332,3.0904460885000002,157.61196055,0.926445221,0.987390542,7.22e-05,5.9134907425000005,15.0,8
143,2019-01-17,"Gray's Reef, GA",368.1755637,18212.28167,-44.757166330000004,6.256889134,0.82200332,3.0904460885000002,157.61196055,0.926445221,0.987390542,7.22e-05,5.9134907425000005,21.0,327
146,2019-01-17,"Biscayne Bay, FL",368.1755637,18212.28167,-44.757166330000004,6.256889134,0.82200332,3.0904460885000002,157.61196055,0.926445221,0.987390542,7.22e-05,5.9134907425000005,3.0,21
147,2019-01-17,"Biscayne Bay, FL",368.1755637,18212.28167,-44.757166330000004,6.256889134,0.82200332,3.0904460885000002,157.61196055,0.926445221,0.987390542,7.22e-05,5.9134907425000005,5.0,1
148,2019-01-17,"Biscayne Bay, FL",368.1755637,18212.28167,-44.757166330000004,6.256889134,0.82200332,3.0904460885000002,157.61196055,0.926445221,0.987390542,7.22e-05,5.9134907425000005,11.0,1
149,2019-01-17,"Biscayne Bay, FL",368.1755637,18212.28167,-44.757166330000004,6.256889134,0.82200332,3.0904460885000002,157.61196055,0.926445221,0.987390542,7.22e-05,5.9134907425000005,13.0,104
150,2019-01-17,"Biscayne Bay, FL",368.1755637,18212.28167,-44.757166330000004,6.256889134,0.82200332,3.0904460885000002,157.61196055,0.926445221,0.987390542,7.22e-05,5.9134907425000005,15.0,40
151,2019-01-17,"Biscayne Bay, FL",368.1755637,18212.28167,-44.757166330000004,6.256889134,0.82200332,3.0904460885000002,157.61196055,0.926445221,0.987390542,7.22e-05,5.9134907425000005,17.0,4
152,2019-01-17,"Biscayne Bay, FL",368.1755637,18212.28167,-44.757166330000004,6.256889134,0.82200332,3.0904460885000002,157.61196055,0.926445221,0.987390542,7.22e-05,5.9134907425000005,21.0,10
153,2019-01-17,"Biscayne Bay, FL",368.1755637,18212.28167,-44.757166330000004,6.256889134,0.82200332,3.0904460885000002,157.61196055,0.926445221,0.987390542,7.22e-05,5.9134907425000005,27.0,27
155,2019-01-17,"Olowalu (Maui, HI)",368.1755637,18212.28167,-44.757166330000004,6.256889134,0.82200332,3.0904460885000002,157.61196055,0.926445221,0.987390542,7.22e-05,5.9134907425000005,3.0,23
156,2019-01-17,"Olowalu (Maui, HI)",368.1755637,18212.28167,-44.757166330000004,6.256889134,0.82200332,3.0904460885000002,157.61196055,0.926445221,0.987390542,7.22e-05,5.9134907425000005,5.0,11
157,2019-01-17,"Olowalu (Maui, HI)",368.1755637,18212.28167,-44.757166330000004,6.256889134,0.82200332,3.0904460885000002,157.61196055,0.926445221,0.987390542,7.22e-05,5.9134907425000005,8.0,330
158,2019-01-17,"Olowalu (Maui, HI)",368.1755637,18212.28167,-44.757166330000004,6.256889134,0.82200332,3.0904460885000002,157.61196055,0.926445221,0.987390542,7.22e-05,5.9134907425000005,11.0,3
159,2019-01-17,"Olowalu (Maui, HI)",368.1755637,18212.28167,-44.757166330000004,6.256889134,0.82200332,3.0904460885000002,157.61196055,0.926445221,0.987390542,7.22e-05,5.9134907425000005,13.0,9
160,2019-01-17,"Olowalu (Maui, HI)",368.1755637,18212.28167,-44.757166330000004,6.256889134,0.82200332,3.0904460885000002,157.61196055,0.926445221,0.987390542,7.22e-05,5.9134907425000005,17.0,21
162,2019-01-17,"May River, SC",368.1755637,18212.28167,-44.757166330000004,6.256889134,0.82200332,3.0904460885000002,157.61196055,0.926445221,0.987390542,7.22e-05,5.9134907425000005,21.0,137
165,2019-01-17,"Chukchi Sea, Hanna Shoal",433.56724545,3144.6209465,-50.9823272,6.0185246464999995,0.5500804175,2.3442600075,6.124892839,0.778687256,0.7191645405,0.00015793650000000002,22.463562015,33.0,484
167,2019-01-17,"Gray's Reef, GA",433.56724545,3144.6209465,-50.9823272,6.0185246464999995,0.5500804175,2.3442600075,6.124892839,0.778687256,0.7191645405,0.00015793650000000002,22.463562015,15.0,8
168,2019-01-17,"Gray's Reef, GA",433.56724545,3144.6209465,-50.9823272,6.0185246464999995,0.5500804175,2.3442600075,6.124892839,0.778687256,0.7191645405,0.00015793650000000002,22.463562015,21.0,327
171,2019-01-17,"Biscayne Bay, FL",433.56724545,3144.6209465,-50.9823272,6.0185246464999995,0.5500804175,2.3442600075,6.124892839,0.778687256,0.7191645405,0.00015793650000000002,22.463562015,3.0,21
172,2019-01-17,"Biscayne Bay, FL",433.56724545,3144.6209465,-50.9823272,6.0185246464999995,0.5500804175,2.3442600075,6.124892839,0.778687256,0.7191645405,0.00015793650000000002,22.463562015,5.0,1
173,2019-01-17,"Biscayne Bay, FL",433.56724545,3144.6209465,-50.9823272,6.0185246464999995,0.5500804175,2.3442600075,6.124892839,0.778687256,0.7191645405,0.00015793650000000002,22.463562015,11.0,1
174,2019-01-17,"Biscayne Bay, FL",433.56724545,3144.6209465,-50.9823272,6.0185246464999995,0.5500804175,2.3442600075,6.124892839,0.778687256,0.7191645405,0.00015793650000000002,22.463562015,13.0,104
175,2019-01-17,"Biscayne Bay, FL",433.56724545,3144.6209465,-50.9823272,6.0185246464999995,0.5500804175,2.3442600075,6.124892839,0.778687256,0.7191645405,0.00015793650000000002,22.463562015,15.0,40
176,2019-01-17,"Biscayne Bay, FL",433.56724545,3144.6209465,-50.9823272,6.0185246464999995,0.5500804175,2.3442600075,6.124892839,0.778687256,0.7191645405,0.00015793650000000002,22.463562015,17.0,4
